Soil_color,Nitrogen,Phosphorus,Potassium,Rainfall,Temperature,Crop,Fertilizer
Red ,120,75,50,1000,35,Cotton,12:32:16 NPK
Red ,100,80,55,800,25,Cotton,12:32:16 NPK
Red ,105,80,55,800,25,Cotton,12:32:16 NPK
Red ,110,80,55,800,25,Cotton,12:32:16 NPK
Red ,115,80,55,800,25,Cotton,12:32:16 NPK
Red ,120,80,55,800,25,Cotton,12:32:16 NPK
Red ,100,60,60,900,30,Cotton,12:32:16 NPK
Red ,105,60,60,900,30,Cotton,12:32:16 NPK
Red ,110,60,60,900,30,Cotton,12:32:16 NPK
Red ,115,60,60,900,30,Cotton,12:32:16 NPK
Red ,120,60,60,900,30,Cotton,12:32:16 NPK
Red ,100,65,65,1000,35,Cotton,12:32:16 NPK
Red ,105,65,65,1000,35,Cotton,12:32:16 NPK
Red ,110,65,65,1000,35,Cotton,12:32:16 NPK
Red ,115,65,65,1000,35,Cotton,12:32:16 NPK
Red ,120,65,65,1000,35,Cotton,12:32:16 NPK
Red ,100,70,40,800,25,Cotton,12:32:16 NPK
Red ,105,70,40,800,25,Cotton,12:32:16 NPK
Red ,110,70,40,800,25,Cotton,12:32:16 NPK
Red ,115,70,40,800,25,Cotton,12:32:16 NPK
Red ,120,70,40,800,25,Cotton,12:32:16 NPK
Red ,100,75,45,900,30,Cotton,12:32:16 NPK
Red ,105,75,45,900,30,Cotton,DAP
Red ,110,75,45,900,30,Cotton,DAP
Red ,115,75,45,900,30,Cotton,DAP
Red ,120,75,45,900,30,Cotton,DAP
Red ,100,80,50,1000,35,Cotton,DAP
Red ,105,80,50,1000,35,Cotton,DAP
Red ,110,80,50,1000,35,Cotton,DAP
Red ,115,80,50,1000,35,Cotton,DAP
Red ,120,80,50,1000,35,Cotton,DAP
Red ,100,60,55,800,25,Cotton,DAP
Red ,105,60,55,800,25,Cotton,DAP
Red ,110,60,55,800,25,Cotton,DAP
Red ,115,60,55,800,25,Cotton,DAP
Red ,120,60,55,800,25,Cotton,DAP
Red ,100,65,60,900,30,Cotton,DAP
Red ,105,65,60,900,30,Cotton,DAP
Red ,110,65,60,900,30,Cotton,DAP
Red ,115,65,60,900,30,Cotton,DAP
Red ,120,65,60,900,30,Cotton,DAP
Red ,100,70,65,1000,35,Cotton,DAP
Red ,105,70,65,1000,35,Cotton,DAP
Red ,110,70,65,1000,35,Cotton,DAP
Red ,115,70,65,1000,35,Cotton,DAP
Red ,120,70,65,1000,35,Cotton,DAP
Red ,100,75,40,800,25,Cotton,DAP
Red ,105,75,40,800,25,Cotton,DAP
Red ,110,75,40,800,25,Cotton,DAP
Red ,115,75,40,800,25,Cotton,DAP
Red ,120,75,40,800,25,Cotton,DAP
Red ,100,80,45,900,30,Cotton,DAP
Red ,105,80,45,900,30,Cotton,DAP
Red ,110,80,45,900,30,Cotton,DAP
Red ,115,80,45,900,30,Cotton,DAP
Red ,120,80,45,900,30,Cotton,DAP
Red ,100,60,50,1000,35,Cotton,DAP
Red ,105,60,50,1000,35,Cotton,DAP
Red ,110,60,50,1000,35,Cotton,DAP
Red ,115,60,50,1000,35,Cotton,DAP
Red ,120,60,50,1000,35,Cotton,DAP
Red ,100,65,55,800,25,Cotton,DAP
Red ,105,65,55,800,25,Cotton,DAP
Red ,110,65,55,800,25,Cotton,DAP
Red ,115,65,55,800,25,Cotton,DAP
Red ,120,65,55,800,25,Cotton,DAP
Red ,100,70,60,900,30,Cotton,DAP
Red ,105,70,60,900,30,Cotton,DAP
Red ,110,70,60,900,30,Cotton,DAP
Red ,115,70,60,900,30,Cotton,DAP
Red ,120,70,60,900,30,Cotton,DAP
Red ,100,75,65,1000,35,Cotton,DAP
Red ,105,75,65,1000,35,Cotton,DAP
Red ,110,75,65,1000,35,Cotton,DAP
Red ,115,75,65,1000,35,Cotton,DAP
Red ,120,75,65,1000,35,Cotton,DAP
Red ,100,80,40,800,25,Cotton,DAP
Red ,105,80,40,800,25,Cotton,DAP
Red ,110,80,40,800,25,Cotton,DAP
Red ,115,80,40,800,25,Cotton,DAP
Red ,120,80,40,800,25,Cotton,DAP
Red ,100,60,45,900,30,Cotton,DAP
Red ,105,60,45,900,30,Cotton,DAP
Red ,110,60,45,900,30,Cotton,DAP
Red ,115,60,45,900,30,Cotton,DAP
Red ,120,60,45,900,30,Cotton,DAP
Red ,100,65,50,1000,35,Cotton,DAP
Red ,105,65,50,1000,35,Cotton,DAP
Red ,110,65,50,1000,35,Cotton,Magnesium Sulphate
Red ,115,65,50,1000,35,Cotton,Magnesium Sulphate
Red ,120,65,50,1000,35,Cotton,Magnesium Sulphate
Red ,100,70,55,800,25,Cotton,Magnesium Sulphate
Red ,105,70,55,800,25,Cotton,Magnesium Sulphate
Red ,110,70,55,800,25,Cotton,Magnesium Sulphate
Red ,115,70,55,800,25,Cotton,Magnesium Sulphate
Red ,120,70,55,800,25,Cotton,Magnesium Sulphate
Red ,100,75,60,900,30,Cotton,Magnesium Sulphate
Red ,105,75,60,900,30,Cotton,Magnesium Sulphate
Red ,110,75,60,900,30,Cotton,Magnesium Sulphate
Red ,115,75,60,900,30,Cotton,Magnesium Sulphate
Red ,120,75,60,900,30,Cotton,Magnesium Sulphate
Red ,100,80,65,1000,35,Cotton,Magnesium Sulphate
Red ,105,80,65,1000,35,Cotton,Magnesium Sulphate
Red ,110,80,65,1000,35,Cotton,Magnesium Sulphate
Red ,115,80,65,1000,35,Cotton,Magnesium Sulphate
Red ,120,80,65,1000,35,Cotton,Magnesium Sulphate
Alluvial,20,15,20,700,25,Rice,Urea
Alluvial,25,15,20,700,25,Rice,Urea
Alluvial,30,15,20,700,25,Rice,Urea
Alluvial,20,20,25,800,30,Rice,Urea
Alluvial,25,20,25,800,30,Rice,Urea
Alluvial,30,20,25,800,30,Rice,Urea
Alluvial,20,15,25,900,25,Rice,Urea
Alluvial,25,15,25,900,25,Rice,Urea
Alluvial,30,15,25,900,25,Rice,Urea
Alluvial,20,20,20,1000,30,Rice,Urea
Alluvial,25,20,20,1000,30,Rice,Urea
Alluvial,30,20,20,1000,30,Rice,Urea
Alluvial,25,20,30,700,25,Rice,Urea
Alluvial,30,20,30,700,25,Rice,Urea
Alluvial,35,20,30,700,25,Rice,Urea
Alluvial,25,25,35,800,30,Rice,Urea
Alluvial,30,25,35,800,30,Rice,Urea
Alluvial,35,25,35,800,30,Rice,Urea
Alluvial,25,30,40,900,25,Rice,Urea
Alluvial,30,30,40,900,25,Rice,Urea
Alluvial,35,30,40,900,25,Rice,50:26:26 NPK
Alluvial,25,20,35,1000,30,Rice,50:26:26 NPK
Alluvial,30,20,35,1000,30,Rice,50:26:26 NPK
Alluvial,35,20,35,1000,30,Rice,50:26:26 NPK
Alluvial,25,25,40,700,25,Rice,50:26:26 NPK
Alluvial,30,25,40,700,25,Rice,50:26:26 NPK
Alluvial,35,25,40,700,25,Rice,50:26:26 NPK
Alluvial,25,30,30,800,30,Rice,50:26:26 NPK
Alluvial,30,30,30,800,30,Rice,50:26:26 NPK
Alluvial,35,30,30,800,30,Rice,50:26:26 NPK
Alluvial,25,20,40,900,25,Rice,50:26:26 NPK
Alluvial,30,20,40,900,25,Rice,50:26:26 NPK
Alluvial,35,20,40,900,25,Rice,50:26:26 NPK
Alluvial,25,25,30,1000,30,Rice,50:26:26 NPK
Alluvial,30,25,30,1000,30,Rice,50:26:26 NPK
Alluvial,35,25,30,1000,30,Rice,50:26:26 NPK
Alluvial,25,30,35,700,25,Rice,50:26:26 NPK
Alluvial,30,30,35,700,25,Rice,50:26:26 NPK
Alluvial,35,30,35,700,25,Rice,50:26:26 NPK
Clay soil,100,60,40,500,15,Wheat,19:19:19 NPK
Clay soil,105,60,40,500,15,Wheat,19:19:19 NPK
Clay soil,110,60,40,500,15,Wheat,19:19:19 NPK
Clay soil,115,60,40,500,15,Wheat,19:19:19 NPK
Clay soil,120,60,40,500,15,Wheat,19:19:19 NPK
Clay soil,100,65,45,600,20,Wheat,19:19:19 NPK
Clay soil,105,65,45,600,20,Wheat,19:19:19 NPK
Clay soil,110,65,45,600,20,Wheat,19:19:19 NPK
Clay soil,115,65,45,600,20,Wheat,19:19:19 NPK
Clay soil,120,65,45,600,20,Wheat,19:19:19 NPK
Clay soil,100,70,50,700,25,Wheat,19:19:19 NPK
Clay soil,105,70,50,700,25,Wheat,19:19:19 NPK
Clay soil,110,70,50,700,25,Wheat,19:19:19 NPK
Clay soil,115,70,50,700,25,Wheat,19:19:19 NPK
Clay soil,120,70,50,700,25,Wheat,19:19:19 NPK
Clay soil,100,75,55,800,15,Wheat,19:19:19 NPK
Clay soil,105,75,55,800,15,Wheat,19:19:19 NPK
Clay soil,110,75,55,800,15,Wheat,19:19:19 NPK
Clay soil,115,75,55,800,15,Wheat,19:19:19 NPK
Clay soil,120,75,55,800,15,Wheat,19:19:19 NPK
Clay soil,100,80,60,900,20,Wheat,19:19:19 NPK
Clay soil,105,80,60,900,20,Wheat,19:19:19 NPK
Clay soil,110,80,60,900,20,Wheat,19:19:19 NPK
Clay soil,115,80,60,900,20,Wheat,19:19:19 NPK
Clay soil,120,80,60,900,20,Wheat,19:19:19 NPK
Clay soil,100,60,45,1000,25,Wheat,Urea
Clay soil,105,60,45,1000,25,Wheat,Urea
Clay soil,110,60,45,1000,25,Wheat,Urea
Clay soil,115,60,45,1000,25,Wheat,Urea
Clay soil,120,60,45,1000,25,Wheat,Urea
Clay soil,100,65,50,500,15,Wheat,Urea
Clay soil,105,65,50,500,15,Wheat,Urea
Clay soil,110,65,50,500,15,Wheat,Urea
Clay soil,115,65,50,500,15,Wheat,Urea
Clay soil,120,65,50,500,15,Wheat,Urea
Clay soil,100,70,55,600,20,Wheat,Urea
Clay soil,105,70,55,600,20,Wheat,Urea
Clay soil,110,70,55,600,20,Wheat,Urea
Clay soil,115,70,55,600,20,Wheat,Urea
Clay soil,120,70,55,600,20,Wheat,Urea
Clay soil,100,75,60,700,25,Wheat,Urea
Clay soil,105,75,60,700,25,Wheat,Urea
Clay soil,110,75,60,700,25,Wheat,Urea
Clay soil,115,75,60,700,25,Wheat,Urea
Clay soil,120,75,60,700,25,Wheat,Urea
Clay soil,100,80,40,800,15,Wheat,Urea
Clay soil,105,80,40,800,15,Wheat,Urea
Clay soil,110,80,40,800,15,Wheat,Urea
Clay soil,115,80,40,800,15,Wheat,Urea
Clay soil,120,80,40,800,15,Wheat,Urea
Clay soil,100,60,50,900,20,Wheat,19:19:19 NPK
Clay soil,105,60,50,900,20,Wheat,19:19:19 NPK
Clay soil,110,60,50,900,20,Wheat,19:19:19 NPK
Clay soil,115,60,50,900,20,Wheat,19:19:19 NPK
Clay soil,120,60,50,900,20,Wheat,19:19:19 NPK
Clay soil,100,65,55,1000,25,Wheat,19:19:19 NPK
Clay soil,105,65,55,1000,25,Wheat,19:19:19 NPK
Clay soil,110,65,55,1000,25,Wheat,19:19:19 NPK
Clay soil,115,65,55,1000,25,Wheat,19:19:19 NPK
Clay soil,120,65,55,1000,25,Wheat,19:19:19 NPK
Clay soil,100,70,60,500,15,Wheat,19:19:19 NPK
Clay soil,105,70,60,500,15,Wheat,19:19:19 NPK
Clay soil,110,70,60,500,15,Wheat,19:19:19 NPK
Clay soil,115,70,60,500,15,Wheat,19:19:19 NPK
Clay soil,120,70,60,500,15,Wheat,19:19:19 NPK
Clay soil,100,75,40,600,20,Wheat,19:19:19 NPK
Clay soil,105,75,40,600,20,Wheat,19:19:19 NPK
Clay soil,110,75,40,600,20,Wheat,19:19:19 NPK
Clay soil,115,75,40,600,20,Wheat,19:19:19 NPK
Clay soil,120,75,40,600,20,Wheat,19:19:19 NPK
Clay soil,100,80,45,700,25,Wheat,19:19:19 NPK
Clay soil,105,80,45,700,25,Wheat,19:19:19 NPK
Clay soil,110,80,45,700,25,Wheat,19:19:19 NPK
Clay soil,115,80,45,700,25,Wheat,19:19:19 NPK
Clay soil,120,80,45,700,25,Wheat,19:19:19 NPK
Clay soil,100,60,55,800,15,Wheat,Urea
Clay soil,105,60,55,800,15,Wheat,Urea
Clay soil,110,60,55,800,15,Wheat,Urea
Clay soil,115,60,55,800,15,Wheat,Urea
Clay soil,120,60,55,800,15,Wheat,Urea
Clay soil,100,65,60,900,20,Wheat,Urea
Clay soil,105,65,60,900,20,Wheat,Urea
Clay soil,110,65,60,900,20,Wheat,Urea
Clay soil,115,65,60,900,20,Wheat,Urea
Clay soil,120,65,60,900,20,Wheat,Urea
Clay soil,100,70,40,1000,25,Wheat,Urea
Clay soil,105,70,40,1000,25,Wheat,Urea
Clay soil,110,70,40,1000,25,Wheat,Urea
Clay soil,115,70,40,1000,25,Wheat,Urea
Clay soil,120,70,40,1000,25,Wheat,Urea
Clay soil,100,75,45,500,15,Wheat,Urea
Clay soil,105,75,45,500,15,Wheat,Urea
Clay soil,110,75,45,500,15,Wheat,Urea
Clay soil,115,75,45,500,15,Wheat,Urea
Clay soil,120,75,45,500,15,Wheat,Urea
Clay soil,100,80,50,600,20,Wheat,Urea
Clay soil,105,80,50,600,20,Wheat,Urea
Clay soil,110,80,50,600,20,Wheat,Urea
Clay soil,115,80,50,600,20,Wheat,Urea
Clay soil,120,80,50,600,20,Wheat,Urea
Clay soil,100,60,60,700,25,Wheat,19:19:19 NPK
Clay soil,105,60,60,700,25,Wheat,19:19:19 NPK
Clay soil,110,60,60,700,25,Wheat,19:19:19 NPK
Clay soil,115,60,60,700,25,Wheat,19:19:19 NPK
Clay soil,120,60,60,700,25,Wheat,19:19:19 NPK
Clay soil,100,65,40,800,15,Wheat,19:19:19 NPK
Clay soil,105,65,40,800,15,Wheat,19:19:19 NPK
Clay soil,110,65,40,800,15,Wheat,19:19:19 NPK
Clay soil,115,65,40,800,15,Wheat,19:19:19 NPK
Clay soil,120,65,40,800,15,Wheat,19:19:19 NPK
Clay soil,100,70,45,900,20,Wheat,19:19:19 NPK
Clay soil,105,70,45,900,20,Wheat,19:19:19 NPK
Clay soil,110,70,45,900,20,Wheat,19:19:19 NPK
Clay soil,115,70,45,900,20,Wheat,19:19:19 NPK
Clay soil,120,70,45,900,20,Wheat,19:19:19 NPK
Clay soil,100,75,50,1000,25,Wheat,19:19:19 NPK
Clay soil,105,75,50,1000,25,Wheat,19:19:19 NPK
Clay soil,110,75,50,1000,25,Wheat,19:19:19 NPK
Clay soil,115,75,50,1000,25,Wheat,19:19:19 NPK
Clay soil,120,75,50,1000,25,Wheat,19:19:19 NPK
Clay soil,100,80,55,500,15,Wheat,19:19:19 NPK
Clay soil,105,80,55,500,15,Wheat,19:19:19 NPK
Clay soil,110,80,55,500,15,Wheat,19:19:19 NPK
Clay soil,115,80,55,500,15,Wheat,19:19:19 NPK
Clay soil,120,80,55,500,15,Wheat,19:19:19 NPK
Clay soil,100,40,40,500,15,Wheat,Urea
Clay soil,105,40,40,500,15,Wheat,Urea
Clay soil,110,40,40,500,15,Wheat,Urea
Clay soil,115,40,40,500,15,Wheat,Urea
Clay soil,120,40,40,500,15,Wheat,Urea
Clay soil,100,45,45,600,20,Wheat,Urea
Clay soil,105,45,45,600,20,Wheat,Urea
Clay soil,110,45,45,600,20,Wheat,Urea
Clay soil,115,45,45,600,20,Wheat,Urea
Clay soil,120,45,45,600,20,Wheat,Urea
Clay soil,100,50,50,700,25,Wheat,Urea
Clay soil,105,50,50,700,25,Wheat,Urea
Clay soil,110,50,50,700,25,Wheat,Urea
Clay soil,115,50,50,700,25,Wheat,Urea
Clay soil,120,50,50,700,25,Wheat,Urea
Clay soil,100,55,55,800,15,Wheat,Urea
Clay soil,105,55,55,800,15,Wheat,Urea
Clay soil,110,55,55,800,15,Wheat,Urea
Clay soil,115,55,55,800,15,Wheat,Urea
Clay soil,120,55,55,800,15,Wheat,Urea
Clay soil,100,60,60,900,20,Wheat,Urea
Clay soil,105,60,60,900,20,Wheat,Urea
Clay soil,110,60,60,900,20,Wheat,Urea
Clay soil,115,60,60,900,20,Wheat,Urea
Clay soil,120,60,60,900,20,Wheat,Urea
Clay soil,100,40,45,1000,25,Wheat,19:19:19 NPK
Clay soil,105,40,45,1000,25,Wheat,19:19:19 NPK
Clay soil,110,40,45,1000,25,Wheat,19:19:19 NPK
Clay soil,115,40,45,1000,25,Wheat,19:19:19 NPK
Clay soil,120,40,45,1000,25,Wheat,19:19:19 NPK
Clay soil,100,45,50,500,15,Wheat,19:19:19 NPK
Clay soil,105,45,50,500,15,Wheat,19:19:19 NPK
Clay soil,110,45,50,500,15,Wheat,19:19:19 NPK
Clay soil,115,45,50,500,15,Wheat,19:19:19 NPK
Clay soil,120,45,50,500,15,Wheat,19:19:19 NPK
Clay soil,100,50,55,600,20,Wheat,19:19:19 NPK
Clay soil,105,50,55,600,20,Wheat,19:19:19 NPK
Clay soil,110,50,55,600,20,Wheat,19:19:19 NPK
Clay soil,115,50,55,600,20,Wheat,19:19:19 NPK
Clay soil,120,50,55,600,20,Wheat,19:19:19 NPK
Clay soil,100,55,60,700,25,Wheat,19:19:19 NPK
Clay soil,105,55,60,700,25,Wheat,19:19:19 NPK
Clay soil,110,55,60,700,25,Wheat,19:19:19 NPK
Clay soil,115,55,60,700,25,Wheat,19:19:19 NPK
Clay soil,120,55,60,700,25,Wheat,19:19:19 NPK
Clay soil,100,60,40,800,15,Wheat,19:19:19 NPK
Clay soil,105,60,40,800,15,Wheat,19:19:19 NPK
Clay soil,110,60,40,800,15,Wheat,19:19:19 NPK
Clay soil,115,60,40,800,15,Wheat,19:19:19 NPK
Clay soil,120,60,40,800,15,Wheat,19:19:19 NPK
Clay soil,100,40,50,900,20,Wheat,Urea
Clay soil,105,40,50,900,20,Wheat,Urea
Clay soil,110,40,50,900,20,Wheat,Urea
Clay soil,115,40,50,900,20,Wheat,Urea
Clay soil,120,40,50,900,20,Wheat,Urea
Clay soil,100,45,55,1000,25,Wheat,Urea
Clay soil,105,45,55,1000,25,Wheat,Urea
Clay soil,110,45,55,1000,25,Wheat,Urea
Clay soil,115,45,55,1000,25,Wheat,Urea
Clay soil,120,45,55,1000,25,Wheat,Urea
Clay soil,100,50,60,500,15,Wheat,Urea
Clay soil,105,50,60,500,15,Wheat,Urea
Clay soil,110,50,60,500,15,Wheat,Urea
Clay soil,115,50,60,500,15,Wheat,Urea
Clay soil,120,50,60,500,15,Wheat,Urea
Clay soil,100,55,40,600,20,Wheat,Urea
Clay soil,105,55,40,600,20,Wheat,Urea
Clay soil,110,55,40,600,20,Wheat,Urea
Clay soil,115,55,40,600,20,Wheat,Urea
Clay soil,120,55,40,600,20,Wheat,Urea
Clay soil,100,60,45,700,25,Wheat,Urea
Clay soil,105,60,45,700,25,Wheat,Urea
Clay soil,110,60,45,700,25,Wheat,Urea
Clay soil,115,60,45,700,25,Wheat,Urea
Clay soil,120,60,45,700,25,Wheat,Urea
Clay soil,100,40,55,800,15,Wheat,19:19:19 NPK
Clay soil,105,40,55,800,15,Wheat,19:19:19 NPK
Clay soil,110,40,55,800,15,Wheat,19:19:19 NPK
Clay soil,115,40,55,800,15,Wheat,19:19:19 NPK
Clay soil,120,40,55,800,15,Wheat,19:19:19 NPK
Clay soil,100,45,60,900,20,Wheat,19:19:19 NPK
Clay soil,105,45,60,900,20,Wheat,19:19:19 NPK
Clay soil,110,45,60,900,20,Wheat,19:19:19 NPK
Clay soil,115,45,60,900,20,Wheat,19:19:19 NPK
Clay soil,120,45,60,900,20,Wheat,19:19:19 NPK
Clay soil,100,50,40,1000,25,Wheat,19:19:19 NPK
Clay soil,105,50,40,1000,25,Wheat,19:19:19 NPK
Clay soil,110,50,40,1000,25,Wheat,19:19:19 NPK
Clay soil,115,50,40,1000,25,Wheat,19:19:19 NPK
Clay soil,120,50,40,1000,25,Wheat,19:19:19 NPK
Clay soil,100,55,45,500,15,Wheat,19:19:19 NPK
Clay soil,105,55,45,500,15,Wheat,19:19:19 NPK
Clay soil,110,55,45,500,15,Wheat,19:19:19 NPK
Clay soil,115,55,45,500,15,Wheat,19:19:19 NPK
Clay soil,120,55,45,500,15,Wheat,19:19:19 NPK
Clay soil,100,60,50,600,20,Wheat,19:19:19 NPK
Clay soil,105,60,50,600,20,Wheat,19:19:19 NPK
Clay soil,110,60,50,600,20,Wheat,19:19:19 NPK
Clay soil,115,60,50,600,20,Wheat,19:19:19 NPK
Clay soil,120,60,50,600,20,Wheat,19:19:19 NPK
Clay soil,100,40,60,700,25,Wheat,Urea
Clay soil,105,40,60,700,25,Wheat,Urea
Clay soil,110,40,60,700,25,Wheat,Urea
Clay soil,115,40,60,700,25,Wheat,Urea
Clay soil,120,40,60,700,25,Wheat,Urea
Clay soil,100,45,40,800,15,Wheat,Urea
Clay soil,105,45,40,800,15,Wheat,Urea
Clay soil,110,45,40,800,15,Wheat,Urea
Clay soil,115,45,40,800,15,Wheat,Urea
Clay soil,120,45,40,800,15,Wheat,Urea
Clay soil,100,50,45,900,20,Wheat,Urea
Clay soil,105,50,45,900,20,Wheat,Urea
Clay soil,110,50,45,900,20,Wheat,Urea
Clay soil,115,50,45,900,20,Wheat,Urea
Clay soil,120,50,45,900,20,Wheat,Urea
Clay soil,100,55,50,1000,25,Wheat,Urea
Clay soil,105,55,50,1000,25,Wheat,Urea
Clay soil,110,55,50,1000,25,Wheat,Urea
Clay soil,115,55,50,1000,25,Wheat,Urea
Clay soil,120,55,50,1000,25,Wheat,Urea
Clay soil,100,60,55,500,15,Wheat,Urea
Clay soil,105,60,55,500,15,Wheat,Urea
Clay soil,110,60,55,500,15,Wheat,Urea
Clay soil,115,60,55,500,15,Wheat,Urea
Clay soil,120,60,55,500,15,Wheat,Urea
Clay soil,60,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,65,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,70,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,75,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,80,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,85,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,90,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,95,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,100,40,40,500,15,Wheat,19:19:19 NPK
Clay soil,60,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,65,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,70,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,75,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,80,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,85,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,90,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,95,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,100,45,45,600,20,Wheat,19:19:19 NPK
Clay soil,60,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,65,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,70,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,75,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,80,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,85,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,90,55,55,700,25,Wheat,19:19:19 NPK
Clay soil,95,55,55,700,25,Wheat,Urea
Clay soil,100,55,55,700,25,Wheat,Urea
Clay soil,60,60,60,800,15,Wheat,Urea
Clay soil,65,60,60,800,15,Wheat,Urea
Clay soil,70,60,60,800,15,Wheat,Urea
Clay soil,75,60,60,800,15,Wheat,Urea
Clay soil,80,60,60,800,15,Wheat,Urea
Clay soil,85,60,60,800,15,Wheat,Urea
Clay soil,90,60,60,800,15,Wheat,Urea
Clay soil,95,60,60,800,15,Wheat,Urea
Clay soil,100,60,60,800,15,Wheat,Urea
Clay soil,60,40,45,900,20,Wheat,Urea
Clay soil,65,40,45,900,20,Wheat,Urea
Clay soil,70,40,45,900,20,Wheat,Urea
Clay soil,75,40,45,900,20,Wheat,Urea
Clay soil,80,40,45,900,20,Wheat,Urea
Clay soil,85,40,45,900,20,Wheat,Urea
Clay soil,90,40,45,900,20,Wheat,Urea
Clay soil,95,40,45,900,20,Wheat,Urea
Clay soil,100,40,45,900,20,Wheat,Urea
Clay soil,60,45,50,1000,25,Wheat,Urea
Clay soil,65,45,50,1000,25,Wheat,Urea
Clay soil,70,45,50,1000,25,Wheat,Urea
Clay soil,75,45,50,1000,25,Wheat,Urea
Clay soil,80,45,50,1000,25,Wheat,Urea
Clay soil,85,45,50,1000,25,Wheat,19:19:19 NPK
Clay soil,90,45,50,1000,25,Wheat,19:19:19 NPK
Clay soil,95,45,50,1000,25,Wheat,19:19:19 NPK
Clay soil,100,45,50,1000,25,Wheat,19:19:19 NPK
Clay soil,60,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,65,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,70,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,75,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,80,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,85,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,90,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,95,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,100,55,60,500,15,Wheat,19:19:19 NPK
Clay soil,60,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,65,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,70,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,75,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,80,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,85,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,90,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,95,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,100,40,50,600,20,Wheat,19:19:19 NPK
Clay soil,60,50,60,700,25,Wheat,19:19:19 NPK
Clay soil,65,50,60,700,25,Wheat,19:19:19 NPK
Clay soil,70,50,60,700,25,Wheat,19:19:19 NPK
Clay soil,75,50,60,700,25,Wheat,Urea
Clay soil,80,50,60,700,25,Wheat,Urea
Clay soil,85,50,60,700,25,Wheat,Urea
Clay soil,90,50,60,700,25,Wheat,Urea
Clay soil,95,50,60,700,25,Wheat,Urea
Clay soil,100,50,60,700,25,Wheat,Urea
Clay soil,60,55,40,800,15,Wheat,Urea
Clay soil,65,55,40,800,15,Wheat,Urea
Clay soil,70,55,40,800,15,Wheat,Urea
Clay soil,75,55,40,800,15,Wheat,Urea
Clay soil,80,55,40,800,15,Wheat,Urea
Clay soil,85,55,40,800,15,Wheat,Urea
Clay soil,90,55,40,800,15,Wheat,Urea
Clay soil,95,55,40,800,15,Wheat,Urea
Clay soil,100,55,40,800,15,Wheat,Urea
Clay soil,60,60,45,900,20,Wheat,Urea
Clay soil,65,60,45,900,20,Wheat,Urea
Clay soil,70,60,45,900,20,Wheat,Urea
Clay soil,75,60,45,900,20,Wheat,Urea
Clay soil,80,60,45,900,20,Wheat,Urea
Clay soil,85,60,45,900,20,Wheat,Urea
Clay soil,90,60,45,900,20,Wheat,Urea
Clay soil,95,60,45,900,20,Wheat,Urea
Clay soil,100,60,45,900,20,Wheat,Urea
Clay soil,60,40,55,1000,25,Wheat,Urea
Clay soil,65,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,70,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,75,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,80,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,85,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,90,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,95,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,100,40,55,1000,25,Wheat,19:19:19 NPK
Clay soil,60,45,60,500,15,Wheat,19:19:19 NPK
